u_id,name,offer_price,original_price,off_now,total_ratings,total_reviews,rating,description,item_link,created_at,product_category
41VHY3VB,Seagate Ultra Touch 2 TB External Hard Disk Drive (HDD),6199,7999,22% off,17643,1588,4.5,"['Portable Hard Drive', 'Capacity: 2 TB', 'Connectivity: USB 3.0, USB 2.0', '3 Years Limited Warranty']",https://www.flipkart.com/seagate-ultra-touch-2-tb-external-hard-disk-drive-hdd/p/itm7b3b47919101e?pid=ACCFFUEQBT26KBWA&lid=LSTACCFFUEQBT26KBWAZR653W&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_11_261&otracker=browse&fm=organic&iid=en_ogApHptBF8d7xYXeNTjJTmU3WjHcERq92%2FwKpS2op3OcVkX11Q3A%2F1hp9mdug9e3%2B%2FrXinsJolCxe2jAhq9i%2Bg%3D%3D&ppt=None&ppn=None&ssid=giwd0eiflc0000001667798279659,2022-11-07 10:48:06.704722+05:30,HDD
G01MYSL6,Seagate Ultra Touch 2 TB External Hard Disk Drive (HDD),6199,7999,22% off,17643,1588,4.5,"['Portable Hard Drive', 'Capacity: 2 TB', 'Connectivity: USB 3.0, USB 2.0', '3 Years Limited Warranty']",https://www.flipkart.com/seagate-ultra-touch-2-tb-external-hard-disk-drive-hdd/p/itm575cf91112957?pid=ACCFFUEQ4UKGTNRC&lid=LSTACCFFUEQ4UKGTNRCTHK9YO&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_11_262&otracker=browse&fm=organic&iid=en_ogApHptBF8d7xYXeNTjJTmU3WjHcERq92%2FwKpS2op3ORxy6juUKoze0YinSqMLz54T9JfTnsRJ%2FnTrqkOQp8mA%3D%3D&ppt=None&ppn=None&ssid=giwd0eiflc0000001667798279659,2022-11-07 10:48:07.268507+05:30,HDD
GHB02YWR,WD Blue 500 GB Laptop internal hard drive (WD5000BPVT/ WD5000LPVX),3790,4311,12% off,918,163,4.2,"['Type: HDD', 'Interface: SATA', 'Form Factor: 2.5 Inch', 'Capacity: 500 GB', 'Laptop']",https://www.flipkart.com/wd-blue-500-gb-laptop-internal-hard-drive-wd5000bpvt-wd5000lpvx/p/itmd5kd6kav9wdse?pid=IHDD5KD6KAV9WDSE&lid=LSTIHDD5KD6KAV9WDSEXHOT9D&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_11_263&otracker=browse&fm=organic&iid=1ced895f-90bc-4212-8a48-b10f326cdf8f.IHDD5KD6KAV9WDSE.SEARCH&ppt=None&ppn=None&ssid=giwd0eiflc0000001667798279659,2022-11-07 10:48:07.629544+05:30,HDD
LZITSMRD,Seagate Expansion for Windows and Mac with 3 years Data Recovery Services – Desktop 14 TB External Har...,31499,45499,30% off,794,65,4.1,"['Desktop Hard Drive', 'Capacity: 14 TB', 'Connectivity: USB 3.0', '3 Years Limited Warranty']",https://www.flipkart.com/seagate-expansion-windows-mac-3-years-data-recovery-services-desktop-14-tb-external-hard-disk-drive-hdd/p/itma46cc1b0098e9?pid=ACCG3FE4FSS6GT8S&lid=LSTACCG3FE4FSS6GT8SL7VDQR&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_11_264&otracker=browse&fm=organic&iid=1ced895f-90bc-4212-8a48-b10f326cdf8f.ACCG3FE4FSS6GT8S.SEARCH&ppt=None&ppn=None&ssid=giwd0eiflc0000001667798279659,2022-11-07 10:48:08.491103+05:30,HDD
DOV1VB9G,KIRTIDA 400 GB External Hard Disk Drive (HDD) with  1 GB  Cloud Storage,8999,8999,0,0,0,0,"['Portable Hard Drive', 'Capacity: 400 GB', 'Connectivity: USB 2.0', '1 GB Cloud Backup', 'na']",https://www.flipkart.com/kirtida-400-gb-external-hard-disk-drive-hdd-1-cloud-storage/p/itm0dd8696f1d503?pid=ACCGFJHGAKC6EEAS&lid=LSTACCGFJHGAKC6EEASPWRTEG&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_12_265&otracker=browse&fm=organic&iid=4661ce13-88d0-4769-b8bd-6c7241137c17.ACCGFJHGAKC6EEAS.SEARCH&ppt=None&ppn=None&ssid=o1sn5zinxs0000001667798289852,2022-11-07 10:48:10.306126+05:30,HDD
JG1BX8R4,KIRTIDA 700 GB External Hard Disk Drive (HDD) with  1 GB  Cloud Storage,8999,8999,0,0,0,0,"['Portable Hard Drive', 'Capacity: 700 GB', 'Connectivity: USB 2.0', '1 GB Cloud Backup', 'na']",https://www.flipkart.com/kirtida-700-gb-external-hard-disk-drive-hdd-1-cloud-storage/p/itm4be3fc282eec8?pid=ACCGFRG8KZ2QKZWT&lid=LSTACCGFRG8KZ2QKZWTL0LKTC&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_12_266&otracker=browse&fm=organic&iid=4661ce13-88d0-4769-b8bd-6c7241137c17.ACCGFRG8KZ2QKZWT.SEARCH&ppt=None&ppn=None&ssid=o1sn5zinxs0000001667798289852,2022-11-07 10:48:11.233801+05:30,HDD
ZZMFAXGC,Seagate Expansion for Windows and Mac with 3 years Data Recovery Services – Portable 1 TB External Har...,4099,4999,18% off,2158,147,4.4,"['Portable Hard Drive', 'Capacity: 1 TB', 'Connectivity: USB 3.0', '3 Years Limited Warranty']",https://www.flipkart.com/seagate-expansion-windows-mac-3-years-data-recovery-services-portable-1-tb-external-hard-disk-drive-hdd/p/itmcefa901213e7c?pid=ACCG3FE4FYCHZ3U2&lid=LSTACCG3FE4FYCHZ3U241JKWA&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_12_267&otracker=browse&fm=organic&iid=en_8iHdciANGbzpx%2Ba4Ixla6W8awYjtU%2FnY1aQ0TaGKofuPtrLejmE3x957TUBRC3G2STbqZ5InVA7tJ9qWmobbbA%3D%3D&ppt=None&ppn=None&ssid=o1sn5zinxs0000001667798289852,2022-11-07 10:48:11.535250+05:30,HDD
OK24D062,Seagate One Touch with Password Protection for Windows & Mac with 3 years Data Recovery Services - Por...,4499,4999,10% off,11798,871,4.4,"['Portable Hard Drive', 'Capacity: 1 TB', 'Connectivity: USB 3.0', '3 Years Limited Warranty']",https://www.flipkart.com/seagate-one-touch-password-protection-windows-mac-3-years-data-recovery-services-portable-1-tb-external-hard-disk-drive-hdd/p/itma7168da31ce14?pid=ACCG3FE4XPASNSSV&lid=LSTACCG3FE4XPASNSSVKNMTHF&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_12_268&otracker=browse&fm=organic&iid=en_8iHdciANGbzpx%2Ba4Ixla6W8awYjtU%2FnY1aQ0TaGKofvD9h7IMkiTlE55zpNRN2eofgmG2wykb2BikQrUualBQw%3D%3D&ppt=None&ppn=None&ssid=o1sn5zinxs0000001667798289852,2022-11-07 10:48:11.855078+05:30,HDD
YRDURGPV,KIRTIDA 700 GB External Hard Disk Drive (HDD) with  1 GB  Cloud Storage,8999,8999,0,0,0,0,"['Portable Hard Drive', 'Capacity: 700 GB', 'Connectivity: USB 3.2', '1 GB Cloud Backup', 'na']",https://www.flipkart.com/kirtida-700-gb-external-hard-disk-drive-hdd-1-cloud-storage/p/itm120ee84325f63?pid=ACCGFJZ2GW3HXGS2&lid=LSTACCGFJZ2GW3HXGS2PASYJA&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_12_269&otracker=browse&fm=organic&iid=4661ce13-88d0-4769-b8bd-6c7241137c17.ACCGFJZ2GW3HXGS2.SEARCH&ppt=None&ppn=None&ssid=o1sn5zinxs0000001667798289852,2022-11-07 10:48:12.789347+05:30,HDD
J6QWV759,KIRTIDA 800 GB External Hard Disk Drive (HDD) with  1 GB  Cloud Storage,9999,9999,0,0,0,0,"['Desktop Hard Drive', 'Capacity: 800 GB', 'Connectivity: USB 3.0', '1 GB Cloud Backup', 'na']",https://www.flipkart.com/kirtida-800-gb-external-hard-disk-drive-hdd-1-cloud-storage/p/itmd1e4cfed81435?pid=ACCGFZXS3UXG4Z5C&lid=LSTACCGFZXS3UXG4Z5CEOPGAX&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_12_270&otracker=browse&fm=organic&iid=4661ce13-88d0-4769-b8bd-6c7241137c17.ACCGFZXS3UXG4Z5C.SEARCH&ppt=None&ppn=None&ssid=o1sn5zinxs0000001667798289852,2022-11-07 10:48:13.598512+05:30,HDD
CBHKZPCG,Seagate One Touch with Password Protection for Windows & Mac with 3 years Data Recovery Services - Por...,4499,4999,10% off,11798,871,4.4,"['Portable Hard Drive', 'Capacity: 1 TB', 'Connectivity: USB 3.0', '3 Years Limited Warranty']",https://www.flipkart.com/seagate-one-touch-password-protection-windows-mac-3-years-data-recovery-services-portable-1-tb-external-hard-disk-drive-hdd/p/itm6c44dc4def352?pid=ACCG3FE4APVZGCXY&lid=LSTACCG3FE4APVZGCXYMHIJAQ&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_12_271&otracker=browse&fm=organic&iid=en_8iHdciANGbzpx%2Ba4Ixla6W8awYjtU%2FnY1aQ0TaGKofsgJPsOYvCtCk53VZY8vKzVRpzVIQp96VMg8XtAOLSVIg%3D%3D&ppt=None&ppn=None&ssid=o1sn5zinxs0000001667798289852,2022-11-07 10:48:13.888759+05:30,HDD
1D7Q4U2P,"Seagate Barracuda - 3.5 inch SATA 6 Gb/s, 7200 RPM, 64 MB Cache 1 TB Desktop Internal Hard Disk Drive ...",3704,4124,10% off,260,41,3.8,"['Type: HDD', 'Interface: SATA', 'Form Factor: 3.5 inch', 'Capacity: 1 TB', 'Desktop', '2 Years Limited Warranty']",https://www.flipkart.com/seagate-barracuda-3-5-inch-sata-6-gb-s-7200-rpm-64-mb-cache-1-tb-desktop-internal-hard-disk-drive-hdd-st1000dm010/p/itmeqn3rdgnqjshd?pid=IHDG6EZXTZ3AY3ZA&lid=LSTIHDG6EZXTZ3AY3ZA506XYB&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_12_272&otracker=browse&fm=organic&iid=en_8iHdciANGbzpx%2Ba4Ixla6W8awYjtU%2FnY1aQ0TaGKofskR2CNfDmSq5iiKmojUdD4X68U%2FGurnCdmsc7TbH8Cag%3D%3D&ppt=None&ppn=None&ssid=o1sn5zinxs0000001667798289852,2022-11-07 10:48:14.193251+05:30,HDD
ZY8BT33S,KIRTIDA 800 GB External Hard Disk Drive (HDD) with  10 GB  Cloud Storage,7999,7999,0,0,0,0,"['Desktop Hard Drive', 'Capacity: 800 GB', 'Connectivity: USB 3.0', '10 GB Cloud Backup', 'NA']",https://www.flipkart.com/kirtida-800-gb-external-hard-disk-drive-hdd-10-cloud-storage/p/itm2e73eca28b36a?pid=ACCGFHQ3NDTHFCYY&lid=LSTACCGFHQ3NDTHFCYYLWZMXY&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_12_273&otracker=browse&fm=organic&iid=4661ce13-88d0-4769-b8bd-6c7241137c17.ACCGFHQ3NDTHFCYY.SEARCH&ppt=None&ppn=None&ssid=o1sn5zinxs0000001667798289852,2022-11-07 10:48:15.003707+05:30,HDD
OMNW6N40,KIRTIDA 800 GB External Hard Disk Drive (HDD) with  8 GB  Cloud Storage,8999,8999,0,0,0,0,"['Portable Hard Drive', 'Capacity: 800 GB', 'Connectivity: USB 3.0', '8 GB Cloud Backup', 'na']",https://www.flipkart.com/kirtida-800-gb-external-hard-disk-drive-hdd-8-cloud-storage/p/itmbb5dd75b4d4de?pid=ACCGFJN776YHAVKG&lid=LSTACCGFJN776YHAVKG0DITNJ&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_12_274&otracker=browse&fm=organic&iid=4661ce13-88d0-4769-b8bd-6c7241137c17.ACCGFJN776YHAVKG.SEARCH&ppt=None&ppn=None&ssid=o1sn5zinxs0000001667798289852,2022-11-07 10:48:16.001764+05:30,HDD
B9J6Q1IO,KIRTIDA 800 GB External Hard Disk Drive (HDD) with  1 GB  Cloud Storage,8999,8999,0,0,0,0,"['Desktop Hard Drive', 'Capacity: 800 GB', 'Connectivity: USB 3.0', '1 GB Cloud Backup', 'na']",https://www.flipkart.com/kirtida-800-gb-external-hard-disk-drive-hdd-1-cloud-storage/p/itm31f479ecd90e8?pid=ACCGFJMJGFJ7CRMY&lid=LSTACCGFJMJGFJ7CRMYMI1ZXC&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_12_275&otracker=browse&fm=organic&iid=4661ce13-88d0-4769-b8bd-6c7241137c17.ACCGFJMJGFJ7CRMY.SEARCH&ppt=None&ppn=None&ssid=o1sn5zinxs0000001667798289852,2022-11-07 10:48:17.423895+05:30,HDD
6COTCQSH,KIRTIDA 700 GB External Hard Disk Drive (HDD) with  1 GB  Cloud Storage,8999,8999,0,0,0,0,"['Desktop Hard Drive', 'Capacity: 700 GB', 'Connectivity: USB 2.0', '1 GB Cloud Backup', 'na']",https://www.flipkart.com/kirtida-700-gb-external-hard-disk-drive-hdd-1-cloud-storage/p/itm99fd281d1d931?pid=ACCGFRHR9RUHZ4JD&lid=LSTACCGFRHR9RUHZ4JDYZ9IZM&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_12_276&otracker=browse&fm=organic&iid=4661ce13-88d0-4769-b8bd-6c7241137c17.ACCGFRHR9RUHZ4JD.SEARCH&ppt=None&ppn=None&ssid=o1sn5zinxs0000001667798289852,2022-11-07 10:48:18.238002+05:30,HDD
2PRMDR8D,"Seagate Barracuda - 3.5 inch SATA 6 Gb/s, 5400 RPM, 256 MB Cache 2 TB Desktop Internal Hard Disk Drive...",4375,5999,27% off,115,13,3.6,"['Type: HDD', 'Interface: SATA', 'Form Factor: 3.5 inch', 'Capacity: 2 TB', 'Desktop', '2 Years Limited Warranty']",https://www.flipkart.com/seagate-barracuda-3-5-inch-sata-6-gb-s-5400-rpm-256-mb-cache-2-tb-desktop-internal-hard-disk-drive-hdd-st2000dm005/p/itmfayzuehbej67g?pid=IHDG6EZX7SPKYRPP&lid=LSTIHDG6EZX7SPKYRPPOAUHAU&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_12_277&otracker=browse&fm=organic&iid=en_8iHdciANGbzpx%2Ba4Ixla6W8awYjtU%2FnY1aQ0TaGKoftpqEsdJP1N8jr17Awvh7%2FF6Caw%2BAGmMsO4IYyZNRZSzw%3D%3D&ppt=None&ppn=None&ssid=o1sn5zinxs0000001667798289852,2022-11-07 10:48:18.527017+05:30,HDD
G9JCM786,Seagate Expansion for Windows and Mac with 3 years Data Recovery Services – Desktop 4 TB External Hard...,7749,10999,29% off,794,65,4.1,"['Desktop Hard Drive', 'Capacity: 4 TB', 'Connectivity: USB 3.0', '3 Years Limited Warranty']",https://www.flipkart.com/seagate-expansion-windows-mac-3-years-data-recovery-services-desktop-4-tb-external-hard-disk-drive-hdd/p/itme323a45c1e464?pid=ACCG3FE4SPFZHZCR&lid=LSTACCG3FE4SPFZHZCRR8Y9KV&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_12_278&otracker=browse&fm=organic&iid=en_8iHdciANGbzpx%2Ba4Ixla6W8awYjtU%2FnY1aQ0TaGKofsqor4gh%2FX2I5YzV65IA30RO%2FQz8p%2BRnPFFAywp4Nimcw%3D%3D&ppt=None&ppn=None&ssid=o1sn5zinxs0000001667798289852,2022-11-07 10:48:18.834627+05:30,HDD
MLFGH8WF,KIRTIDA 300 GB External Hard Disk Drive (HDD) with  5 GB  Cloud Storage,8999,8999,0,0,0,0,"['Portable Hard Drive', 'Capacity: 300 GB', 'Connectivity: USB 2.0', '5 GB Cloud Backup', 'na']",https://www.flipkart.com/kirtida-300-gb-external-hard-disk-drive-hdd-5-cloud-storage/p/itme7d809795b669?pid=ACCGFJMXRDHAZ8P4&lid=LSTACCGFJMXRDHAZ8P4PRHHSI&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_12_279&otracker=browse&fm=organic&iid=4661ce13-88d0-4769-b8bd-6c7241137c17.ACCGFJMXRDHAZ8P4.SEARCH&ppt=None&ppn=None&ssid=o1sn5zinxs0000001667798289852,2022-11-07 10:48:19.542964+05:30,HDD
VTD2Q6K6,KIRTIDA 700 GB External Hard Disk Drive (HDD) with  4 GB  Cloud Storage,8999,8999,0,0,0,0,"['Portable Hard Drive', 'Capacity: 700 GB', 'Connectivity: USB 2.0', '4 GB Cloud Backup', 'na']",https://www.flipkart.com/kirtida-700-gb-external-hard-disk-drive-hdd-4-cloud-storage/p/itm73f02dfd706e1?pid=ACCGFJNKRZJCGRYT&lid=LSTACCGFJNKRZJCGRYTEXJZQ5&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_12_280&otracker=browse&fm=organic&iid=4661ce13-88d0-4769-b8bd-6c7241137c17.ACCGFJNKRZJCGRYT.SEARCH&ppt=None&ppn=None&ssid=o1sn5zinxs0000001667798289852,2022-11-07 10:48:20.156231+05:30,HDD
UKK1XAAU,Seagate One Touch with Password Protection for Windows & Mac with 3 years Data Recovery Services - Por...,5999,7999,25% off,11798,871,4.4,"['Portable Hard Drive', 'Capacity: 2 TB', 'Connectivity: USB 3.0', '3 Years Limited Warranty']",https://www.flipkart.com/seagate-one-touch-password-protection-windows-mac-3-years-data-recovery-services-portable-2-tb-external-hard-disk-drive-hdd/p/itmb531ac07d9b80?pid=ACCG3FE4GQYE3PF5&lid=LSTACCG3FE4GQYE3PF55B7U4U&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_12_281&otracker=browse&fm=organic&iid=en_8iHdciANGbzpx%2Ba4Ixla6W8awYjtU%2FnY1aQ0TaGKofsc3T9JRpLK2%2Bxq5UEYKp39LqxfJKFkOCvz%2FySDgYGpKg%3D%3D&ppt=None&ppn=None&ssid=o1sn5zinxs0000001667798289852,2022-11-07 10:48:20.456901+05:30,HDD
JFU6W968,Seagate One Touch with Password Protection for Windows & Mac with 3 years Data Recovery Services - Por...,9590,12999,26% off,11798,871,4.4,"['Portable Hard Drive', 'Capacity: 5 TB', 'Connectivity: USB 3.0', '3 Years Limited Warranty']",https://www.flipkart.com/seagate-one-touch-password-protection-windows-mac-3-years-data-recovery-services-portable-5-tb-external-hard-disk-drive-hdd/p/itm47aedf7bea7cd?pid=ACCG3FE4TSDA49RF&lid=LSTACCG3FE4TSDA49RFIJDWNG&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_12_282&otracker=browse&fm=organic&iid=en_8iHdciANGbzpx%2Ba4Ixla6W8awYjtU%2FnY1aQ0TaGKoftdx%2BnYSgzFqMnpxFXv4KhYEyu7QfTNZ1rFw0DNMo%2FPCw%3D%3D&ppt=None&ppn=None&ssid=o1sn5zinxs0000001667798289852,2022-11-07 10:48:21.168366+05:30,HDD
GDHF0W3C,KIRTIDA 700 GB External Hard Disk Drive (HDD) with  89 GB  Cloud Storage,8999,8999,0,0,0,0,"['Desktop Hard Drive', 'Capacity: 700 GB', 'Connectivity: USB 3.0', '89 GB Cloud Backup', 'NA']",https://www.flipkart.com/kirtida-700-gb-external-hard-disk-drive-hdd-89-cloud-storage/p/itm99e1a9d3babbf?pid=ACCGFHRHFJSQZZWS&lid=LSTACCGFHRHFJSQZZWSL0RQA6&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_12_283&otracker=browse&fm=organic&iid=4661ce13-88d0-4769-b8bd-6c7241137c17.ACCGFHRHFJSQZZWS.SEARCH&ppt=None&ppn=None&ssid=o1sn5zinxs0000001667798289852,2022-11-07 10:48:21.995589+05:30,HDD
KK4AE7D1,KIRTIDA 200 GB External Hard Disk Drive (HDD) with  1 GB  Cloud Storage,8999,8999,0,0,0,0,"['Portable Hard Drive', 'Capacity: 200 GB', 'Connectivity: USB 3.2', '1 GB Cloud Backup', 'na']",https://www.flipkart.com/kirtida-200-gb-external-hard-disk-drive-hdd-1-cloud-storage/p/itm047f72264d6b2?pid=ACCGFJHQBARGAXTN&lid=LSTACCGFJHQBARGAXTNTZID5F&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_12_284&otracker=browse&fm=organic&iid=4661ce13-88d0-4769-b8bd-6c7241137c17.ACCGFJHQBARGAXTN.SEARCH&ppt=None&ppn=None&ssid=o1sn5zinxs0000001667798289852,2022-11-07 10:48:22.817364+05:30,HDD
UK0ZCB5Y,KIRTIDA 850 GB External Hard Disk Drive (HDD) with  1 GB  Cloud Storage,8999,8999,0,0,0,0,"['Portable Hard Drive', 'Capacity: 850 GB', 'Connectivity: USB 2.0', '1 GB Cloud Backup', 'na']",https://www.flipkart.com/kirtida-850-gb-external-hard-disk-drive-hdd-1-cloud-storage/p/itm4d2291a9b9d45?pid=ACCGFRGYKQFS8D7E&lid=LSTACCGFRGYKQFS8D7EJLMEQ6&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_12_285&otracker=browse&fm=organic&iid=4661ce13-88d0-4769-b8bd-6c7241137c17.ACCGFRGYKQFS8D7E.SEARCH&ppt=None&ppn=None&ssid=o1sn5zinxs0000001667798289852,2022-11-07 10:48:23.711158+05:30,HDD
PNLIOH1T,KIRTIDA 700 GB External Hard Disk Drive (HDD) with  1 GB  Cloud Storage,8999,8999,0,0,0,0,"['Portable Hard Drive', 'Capacity: 700 GB', 'Connectivity: USB 3.0', '1 GB Cloud Backup', 'na']",https://www.flipkart.com/kirtida-700-gb-external-hard-disk-drive-hdd-1-cloud-storage/p/itm740dec195a49e?pid=ACCGFJD5BVSHHKRP&lid=LSTACCGFJD5BVSHHKRPDPXLMD&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_12_286&otracker=browse&fm=organic&iid=4661ce13-88d0-4769-b8bd-6c7241137c17.ACCGFJD5BVSHHKRP.SEARCH&ppt=None&ppn=None&ssid=o1sn5zinxs0000001667798289852,2022-11-07 10:48:24.158157+05:30,HDD
VZNCCWKD,Seagate Ultra Touch 2 TB External Hard Disk Drive (HDD),6199,7999,22% off,17643,1588,4.5,"['Portable Hard Drive', 'Capacity: 2 TB', 'Connectivity: USB 3.0, USB 2.0', '3 Years Limited Warranty']",https://www.flipkart.com/seagate-ultra-touch-2-tb-external-hard-disk-drive-hdd/p/itm7b3b47919101e?pid=ACCFFUEQBT26KBWA&lid=LSTACCFFUEQBT26KBWAZR653W&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_12_287&otracker=browse&fm=organic&iid=en_8iHdciANGbzpx%2Ba4Ixla6W8awYjtU%2FnY1aQ0TaGKofthcxrAkm0HBxNCJaWvZsESq%2FWGtS3kGHHL9xubnPxIQg%3D%3D&ppt=None&ppn=None&ssid=o1sn5zinxs0000001667798289852,2022-11-07 10:48:24.476195+05:30,HDD
46464U55,Seagate Ultra Touch 2 TB External Hard Disk Drive (HDD),6199,7999,22% off,17643,1588,4.5,"['Portable Hard Drive', 'Capacity: 2 TB', 'Connectivity: USB 3.0, USB 2.0', '3 Years Limited Warranty']",https://www.flipkart.com/seagate-ultra-touch-2-tb-external-hard-disk-drive-hdd/p/itm575cf91112957?pid=ACCFFUEQ4UKGTNRC&lid=LSTACCFFUEQ4UKGTNRCTHK9YO&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_12_288&otracker=browse&fm=organic&iid=en_8iHdciANGbzpx%2Ba4Ixla6W8awYjtU%2FnY1aQ0TaGKofsb3ANgtHSlJqOaFly9%2FwfI37mEmNHVGXyuqcTP9d1EcA%3D%3D&ppt=None&ppn=None&ssid=o1sn5zinxs0000001667798289852,2022-11-07 10:48:24.795661+05:30,HDD
HZXQ9T24,KIRTIDA 150 GB External Hard Disk Drive (HDD) with  10 GB  Cloud Storage,8999,9999,10% off,0,0,0,"['Portable Hard Drive', 'Capacity: 150 GB', 'Connectivity: USB 2.0', '10 GB Cloud Backup', 'na']",https://www.flipkart.com/kirtida-150-gb-external-hard-disk-drive-hdd-10-cloud-storage/p/itm874ea14af2cd4?pid=ACCGFJE23AZFDMWR&lid=LSTACCGFJE23AZFDMWRXBFMZ4&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_13_289&otracker=browse&fm=organic&iid=a013c567-be80-4f31-b59e-6a9a27580327.ACCGFJE23AZFDMWR.SEARCH&ppt=None&ppn=None&ssid=b2r14yepps0000001667798306004,2022-11-07 10:48:26.329172+05:30,HDD
KRQ7AHY3,KIRTIDA 600 GB External Hard Disk Drive (HDD) with  1 GB  Cloud Storage,9999,9999,0,0,0,0,"['Portable Hard Drive', 'Capacity: 600 GB', 'Connectivity: USB 2.0', '1 GB Cloud Backup', 'na']",https://www.flipkart.com/kirtida-600-gb-external-hard-disk-drive-hdd-1-cloud-storage/p/itm684b74d9fdd74?pid=ACCGFRGRHZFR46TX&lid=LSTACCGFRGRHZFR46TXW4QGFQ&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_13_290&otracker=browse&fm=organic&iid=a013c567-be80-4f31-b59e-6a9a27580327.ACCGFRGRHZFR46TX.SEARCH&ppt=None&ppn=None&ssid=b2r14yepps0000001667798306004,2022-11-07 10:48:27.159345+05:30,HDD
BVKGZDPB,Seagate Expansion for Windows and Mac with 3 years Data Recovery Services – Portable 1 TB External Har...,4099,4999,18% off,2158,147,4.4,"['Portable Hard Drive', 'Capacity: 1 TB', 'Connectivity: USB 3.0', '3 Years Limited Warranty']",https://www.flipkart.com/seagate-expansion-windows-mac-3-years-data-recovery-services-portable-1-tb-external-hard-disk-drive-hdd/p/itmcefa901213e7c?pid=ACCG3FE4FYCHZ3U2&lid=LSTACCG3FE4FYCHZ3U241JKWA&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_13_291&otracker=browse&fm=organic&iid=en_bKcnCt%2BOo0BOj7YXeP87SDaH8e0GRIHXl4cRptVs430wPELi5gvrq4XzGsfnseFLSTbqZ5InVA7tJ9qWmobbbA%3D%3D&ppt=None&ppn=None&ssid=b2r14yepps0000001667798306004,2022-11-07 10:48:27.493923+05:30,HDD
A6F806L6,Seagate One Touch with Password Protection for Windows & Mac with 3 years Data Recovery Services - Por...,4499,4999,10% off,11798,871,4.4,"['Portable Hard Drive', 'Capacity: 1 TB', 'Connectivity: USB 3.0', '3 Years Limited Warranty']",https://www.flipkart.com/seagate-one-touch-password-protection-windows-mac-3-years-data-recovery-services-portable-1-tb-external-hard-disk-drive-hdd/p/itma7168da31ce14?pid=ACCG3FE4XPASNSSV&lid=LSTACCG3FE4XPASNSSVKNMTHF&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_13_292&otracker=browse&fm=organic&iid=en_bKcnCt%2BOo0BOj7YXeP87SDaH8e0GRIHXl4cRptVs433m50KxrwnNXSZnwMtZUFdomxE3qbAQcDBiMR%2BxxQGEXA%3D%3D&ppt=None&ppn=None&ssid=b2r14yepps0000001667798306004,2022-11-07 10:48:27.798679+05:30,HDD
ABCLATN2,KIRTIDA 200 GB External Hard Disk Drive (HDD) with  1 GB  Cloud Storage,8999,8999,0,0,0,0,"['Portable Hard Drive', 'Capacity: 200 GB', 'Connectivity: USB 3.0', '1 GB Cloud Backup', 'NA']",https://www.flipkart.com/kirtida-200-gb-external-hard-disk-drive-hdd-1-cloud-storage/p/itm465061020737f?pid=ACCGFHZXA6RNWP6T&lid=LSTACCGFHZXA6RNWP6TK3EXJQ&marketplace=FLIPKART&store=6bo%2Fjdy%2Fnl6&srno=b_13_293&otracker=browse&fm=organic&iid=a013c567-be80-4f31-b59e-6a9a27580327.ACCGFHZXA6RNWP6T.SEARCH&ppt=None&ppn=None&ssid=b2r14yepps0000001667798306004,2022-11-07 10:48:29.385861+05:30,HDD
