name,offer_price,original_price,off_now,total_ratings,total_reviews,rating,description,created_at
Hyundai 98 cm (39 inch) HD Ready LED Smart Android Based TV,15990,34990,54% off,3,1,4.7,"['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product and 6 Months on Remote']",2022-09-25 23:06:58.804270+05:30
"Dyanora 60 cm (24 inch) HD Ready LED Smart Android Based TV with Noise Reduction, Android 9.0, Powerfu...",5999,12499,52% off,694,98,3.9,"['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '1 Year Manufacturer Warranty from the Date of Purchase from Dyanora']",2022-09-25 23:06:58.804270+05:30
SAMSUNG The Frame 163 cm (65 inch) QLED Ultra HD (4K) Smart Tizen TV,127990,222900,42% off,1219,167,4.2,"['Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Comprehensive Warranty and 1 Year Additional on Panel']",2022-09-25 23:06:59.484071+05:30
realme 108 cm (43 inch) Full HD LED Smart Android TV,21999,27999,21% off,205167,23638,4.3,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Domestic Warranty, 2 Years on Panel']",2022-09-25 23:06:59.485071+05:30
PHILIPS 7600 Series 146 cm (58 inch) Ultra HD (4K) LED Smart Linux based TV,43999,89990,51% off,226,27,4.1,"['Operating System: Linux based', 'Ultra HD (4K) 3840 x 2160 Pixels', '2 Years Warranty Provided By the Manufacturer Upon Date of Purchase']",2022-09-25 23:06:59.485071+05:30
Adsun 98.9 cm (39 inch) HD Ready LED Smart Android Based TV,11519,22999,49% off,10816,1551,3.8,"['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']",2022-09-25 23:06:59.485071+05:30
LG 81.28 cm (32 inch) Full HD LED Smart TV,17990,21990,18% off,0,0,0,"['Full HD 1366 x768 Pixels', '1 Year on Product']",2022-09-25 23:06:59.485071+05:30
Cellecor 80 cm (32 inch) Full HD LED Smart Android TV,9699,17999,46% off,0,0,0,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Standard Manufacturer Warranty From Cellecor']",2022-09-25 23:06:59.486071+05:30
SAMSUNG The Frame 138 cm (55 inch) QLED Ultra HD (4K) Smart Tizen TV,89990,144900,37% off,1219,167,4.2,"['Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel']",2022-09-25 23:06:59.486071+05:30
Adsun 80 cm (32 inch) HD Ready LED TV,6653,16999,60% off,10816,1551,3.8,"['HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']",2022-09-25 23:06:59.486071+05:30
"Dyanora 80 cm (32 inch) HD Ready LED Smart Android Based TV with Noise Reduction, Android 9.0, Powerfu...",8349,18999,56% off,760,117,4.1,"['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '1 Year Manufacturer Warranty from the Date of Purchase']",2022-09-25 23:06:59.486071+05:30
SAMSUNG 4 80 cm (32 inch) HD Ready LED Smart Tizen TV 2021 Edition,17290,26490,34% off,163,19,4.2,"['Operating System: Tizen', 'HD Ready 1366 x 768 Pixels', '1 YEAR DOMESTIC WARRANTY']",2022-09-25 23:06:59.487071+05:30
PHILIPS 7600 Series 126 cm (50 inch) Ultra HD (4K) LED Smart Linux based TV,33299,69990,52% off,226,27,4.1,"['Operating System: Linux based', 'Ultra HD (4K) 3840 x 2160 Pixels', '2 Years Warranty Provided By the Manufacturer Upon Date of Purchase']",2022-09-25 23:06:59.487071+05:30
Adsun 80 cm (32 inch) HD Ready LED Smart Android Based TV,7829,21999,64% off,10816,1551,3.8,"['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '3 Years of warranty']",2022-09-25 23:06:59.487071+05:30
Nokia 140 cm (55 inch) Ultra HD 4K LED Smart Android TV with Sound by JBL and Powered by Harman AudioE...,37999,62999,39% off,3212,542,4.3,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']",2022-09-25 23:06:59.487071+05:30
Sansui 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Audio and DTS (Mystique Black) (...,24299,35390,31% off,192,25,4.1,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Comprehensive Warranty on Product and Additional 1 Year Warranty on Panel']",2022-09-25 23:06:59.488071+05:30
Hisense U6G Series 164 cm (65 inch) QLED Ultra HD (4K) Smart Android TV Full Array Local Dimming,69990,109990,36% off,492,90,4.3,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '2 Years Comprehensive Warranty']",2022-09-25 23:06:59.488071+05:30
Adsun Frameless 80 cm (32 inch) HD Ready LED Smart Android Based TV,8099,29999,73% off,10816,1551,3.8,"['Netflix|Prime Video|Disney+Hotstar|Youtube', 'Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '2 x HDMI | 1 x USB', 'A+ Grade Panel', '3 Years Standard Manufacturer Warranty from Adsun']",2022-09-25 23:06:59.488071+05:30
TCL P616 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Dolby Audio,33440,75990,55% off,0,0,0,"['Operating System: Android', 'Ultra HD (4K) 3860 x 2160 Pixels', '2 Year Product Warranty']",2022-09-25 23:06:59.489071+05:30
TCL P615 108 cm (43 inch) Ultra HD (4K) LED Smart TV with Dolby Audio,26990,51990,48% off,799,86,4.4,"['Ultra HD (4K) 3840x2160 Pixels', '2 Year Product Warranty']",2022-09-25 23:06:59.489071+05:30
"Hisense 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV with 102W JBL 6 Speakers, Dolby Vision and ...",45990,69990,34% off,0,0,0,"['Operating System: Google TV', 'Ultra HD (4K) 3840 x 2160 Pixels', '3 Years comprehensive warranty. ( Offer Valid Till 30 - Oct - 2022)']",2022-09-25 23:06:59.489071+05:30
Adsun Frameless 109 cm (43 inch) Full HD LED Smart Android Based TV,15299,39999,61% off,10816,1551,3.8,"['Operating System: Android Based', 'Full HD 1920 x 1080 Pixels', '3 Years Standard Manufacturer Warranty from Adsun']",2022-09-25 23:06:59.489071+05:30
Compaq HUEQ W32S 80 cm (32 inch) HD Ready LED Smart Android TV,9999,21999,54% off,224,48,4.3,"['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']",2022-09-25 23:06:59.490071+05:30
SAMSUNG Crystal 4K 163 cm (65 inch) Ultra HD (4K) LED Smart Tizen TV,77990,116900,33% off,8342,870,4.3,"['Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Product Warranty and 1 Year Additional on Panel']",2022-09-25 23:06:59.490071+05:30
SAMSUNG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,33890,47933,29% off,0,0,0,"['Ultra HD (4K) 3,840 x 2,160 Pixels', '1 Year Comprehensive Warranty on Product.']",2022-09-25 23:06:59.490071+05:30
"Dyanora 80 cm (32 inch) HD Ready LED TV with Noise Reduction, Cinema Zoom, Powerful Audio Box Speakers",6599,15999,58% off,694,98,3.9,"['HD Ready 1366 x 768 Pixels', '1 Year Manufacturer Warranty from the Date of Purchase']",2022-09-25 23:06:59.490071+05:30
OnePlus Y1 108 cm (43 inch) Full HD LED Smart Android TV with Dolby Audio,25900,25990,0,116564,10797,4.3,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Comprehensive Warranty and Additional 1 Year on Panel Provided By the Manufacturer From Date of Purchase']",2022-09-25 23:07:00.415941+05:30
SONY X75K 125.7 cm (50 inch) Ultra HD (4K) LED Smart Google TV with Google TV,57990,85900,32% off,0,0,0,"['Operating System: Google TV', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Manufacturer Warranty']",2022-09-25 23:07:00.415941+05:30
LG 139 cm (55 inch) Ultra HD (4K) LED Smart TV,55290,71990,23% off,0,0,0,"['Ultra HD (4K) 3840 x 2160 Pixels', '3 years warranty provided by the manufacture from the date of purchase']",2022-09-25 23:07:00.416941+05:30
Adsun 80 cm (32 inch) HD Ready LED Smart Android Based TV,7829,21999,64% off,10816,1551,3.8,"['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '3 Years of warranty']",2022-09-25 23:07:00.416941+05:30
Hyundai 126 cm (50 inch) Ultra HD (4K) LED Smart WebOS TV,27990,77990,64% off,15,9,3.9,"['Operating System: WebOS', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product and 6 Months on Remote']",2022-09-25 23:07:00.416941+05:30
Mi Q1 189.34 cm (75 inch) QLED Ultra HD (4K) Smart Android TV,129999,199999,35% off,4751,630,4.4,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product and Additional 1 Year for Panel']",2022-09-25 23:07:00.416941+05:30
PHILIPS 8200 Series 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV,42999,79990,46% off,181,29,4.1,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '2 Years Manufacturer Warranty from the Date of Purchase']",2022-09-25 23:07:00.417943+05:30
Adsun Frameless 80 cm (32 inch) HD Ready LED Smart Android Based TV,8099,29999,73% off,10816,1551,3.8,"['Netflix|Prime Video|Disney+Hotstar|Youtube', 'Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '2 x HDMI | 1 x USB', 'A+ Grade Panel', '3 Years Standard Manufacturer Warranty from Adsun']",2022-09-25 23:07:00.417943+05:30
Haier 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,27999,43990,36% off,171,24,4.2,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '2 year Warranty provided by the manufacturer from date of purchase']",2022-09-25 23:07:00.417943+05:30
LG 165.1 cm (65 inch) Ultra HD (4K) LED Smart WebOS TV,84950,149990,43% off,0,0,0,"['Operating System: WebOS', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.']",2022-09-25 23:07:00.418941+05:30
Candes 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,18990,48490,60% off,16,3,4.4,"['Operating System: Android', 'Ultra HD (4K) 3840 × 2160 Pixels', '1 Year Domestic Warranty from Candes']",2022-09-25 23:07:00.418941+05:30
Adsun 98.9 cm (39 inch) HD Ready LED Smart Android Based TV,11519,22999,49% off,10816,1551,3.8,"['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']",2022-09-25 23:07:00.418941+05:30
KODAK CA Series 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Dolby Digital Plus & DTS TruS...,28999,42999,32% off,18460,5558,4.5,"['Operating System: Android', 'Ultra HD (4K) 3840X2160 Pixels', '1 Year Warranty on Product & 6 Months on Accessories']",2022-09-25 23:07:00.418941+05:30
LG All-in-One 108 cm (43 inch) Full HD LED Smart WebOS TV,31000,41990,26% off,5234,587,4.4,"['Operating System: WebOS', 'Full HD 1920 x 1080 Pixels', '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.']",2022-09-25 23:07:00.419941+05:30
TCL P615 189 cm (75 inch) Ultra HD (4K) LED Smart Android TV,77990,149900,47% off,0,0,0,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '2 Year Product Warranty']",2022-09-25 23:07:00.419941+05:30
Adsun 80 cm (32 inch) HD Ready LED TV,6653,16999,60% off,10816,1551,3.8,"['HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']",2022-09-25 23:07:00.419941+05:30
LG 80 cm (32 inch) Full HD LED Smart WebOS TV,21850,30074,27% off,0,0,0,"['Operating System: WebOS', 'Full HD 1366 x 768 Pixels', '1 Year Warranty']",2022-09-25 23:07:00.419941+05:30
SAMSUNG Crystal 4K Pro 163 cm (65 inch) Ultra HD (4K) LED Smart Tizen TV with Voice Search,79990,125900,36% off,8953,1048,4.4,"['Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Product Warranty and 1 Year Additional on Panel']",2022-09-25 23:07:00.420941+05:30
KODAK CA Series 164 cm (65 inch) Ultra HD (4K) LED Smart Android TV with Dolby Digital Plus & DTS TruS...,49999,69999,28% off,18460,5558,4.5,"['Operating System: Android', 'Ultra HD (4K) 3840X2160 Pixels', '1 Year Warranty on Product & 6 Months on Accessories']",2022-09-25 23:07:00.420941+05:30
"Dyanora 60 cm (24 inch) HD Ready LED Smart Android Based TV with Noise Reduction, Android 9.0, Powerfu...",5999,12499,52% off,694,98,3.9,"['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '1 Year Manufacturer Warranty from the Date of Purchase from Dyanora']",2022-09-25 23:07:00.420941+05:30
Hisense A6H 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV,30990,44990,31% off,0,0,0,"['Operating System: Google TV', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']",2022-09-25 23:07:00.420941+05:30
LG CX 164 cm (65 inch) OLED Ultra HD (4K) Smart WebOS TV,186999,379990,50% off,3,1,5,"['Operating System: WebOS', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.']",2022-09-25 23:07:00.421941+05:30
MOTOROLA ZX Pro 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Wireless Gamepad,39999,61999,35% off,13705,2124,4.4,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']",2022-09-25 23:07:00.421941+05:30
"Dyanora 80 cm (32 inch) HD Ready LED TV with Noise Reduction, Cinema Zoom, Powerful Audio Box Speakers",6599,15999,58% off,694,98,3.9,"['HD Ready 1366 x 768 Pixels', '1 Year Manufacturer Warranty from the Date of Purchase']",2022-09-25 23:07:00.421941+05:30
Thomson OATHPRO Series 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Dolby Digital Plus & D...,32999,40999,19% off,26102,6930,4.5,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product & 6 Months on Accessories']",2022-09-25 23:07:01.311918+05:30
SAMSUNG QN90BAKL 125 cm (50 inch) QLED Ultra HD (4K) Smart Tizen TV,101000,136900,26% off,0,0,0,"['Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel']",2022-09-25 23:07:01.311918+05:30
LG CX 164 cm (65 inch) OLED Ultra HD (4K) Smart WebOS TV,186999,379990,50% off,3,1,5,"['Operating System: WebOS', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.']",2022-09-25 23:07:01.312917+05:30
SAMSUNG 80 cm (32 Inch) HD Ready LED Smart Tizen TV with 2022 Model,13499,18900,28% off,56574,5082,4.4,"['Operating System: Tizen', 'HD Ready 1366 x 768 Pixels', '1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty On Panel']",2022-09-25 23:07:01.312917+05:30
"Dyanora OMEGA 165 cm (65 inch) Ultra HD (4K) LED Smart Android TV with HDR 10, 60 Watt Dolby Surround ...",46999,79999,41% off,0,0,0,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Manufacturer Warranty from the Date of Purchase.']",2022-09-25 23:07:01.312917+05:30
KODAK 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV With Dolby Atmos & Dolby Vision,58999,84999,30% off,0,0,0,"['Operating System: Google TV', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product and 6 Months Warranty on Accessories']",2022-09-25 23:07:01.313918+05:30
SAMSUNG The Frame 125 cm (50 inch) QLED Ultra HD (4K) Smart Tizen TV,73990,124900,40% off,1219,167,4.2,"['Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel']",2022-09-25 23:07:01.313918+05:30
Mi 4C 108 cm (43 inch) Full HD LED Smart Android TV,19999,34999,42% off,6044,449,4.3,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Warranty on Product and 2 Years on Panel']",2022-09-25 23:07:01.313918+05:30
OnePlus Q1 Series 138.8 cm (55 inch) QLED Ultra HD (4K) Smart Android TV Sliding Soundbar,65999,99900,33% off,54,8,4.3,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 year warranty on product and 1 year warranty on panel']",2022-09-25 23:07:01.313918+05:30
SAMSUNG The Frame 2021 Series 163 cm (65 inch) QLED Ultra HD (4K) Smart Tizen TV,119990,222900,46% off,1219,167,4.2,"['Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year comprehensive warranty and 1 year additional on Panel.']",2022-09-25 23:07:01.314917+05:30
SONY Bravia 163.9 cm (65 inch) Ultra HD (4K) LED Smart Google TV,99999,179900,44% off,327,75,4.7,"['Operating System: Google TV', 'Ultra HD (4K) 3840 x 2160 Pixels', ""1 Year Comprehensive warranty and 2 Years Additional warranty on Panel (Offer Valid for purchases between 22nd Sep'22 to 31 Oct'22)""]",2022-09-25 23:07:01.314917+05:30
SAMSUNG Crystal 4K 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV,28990,52900,45% off,8342,870,4.3,"['Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Product Warranty and 1 Year Additional on Panel']",2022-09-25 23:07:01.314917+05:30
SAMSUNG 6 108 cm (43 inch) QLED Ultra HD (4K) Smart Tizen TV,52790,82400,35% off,3,0,5,"['Netflix|Disney+Hotstar|Youtube', 'Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '3 x HDMI | 2 x USB', '1 Year Comprehensive Warranty on Product.']",2022-09-25 23:07:01.315916+05:30
Cellecor 80 cm (32 inch) Full HD LED Smart Android TV,10099,17999,43% off,4,0,2,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '2 Year Standard Manufacturer Warranty From Cellecor']",2022-09-25 23:07:01.315916+05:30
Hisense A4G Series 108 cm (43 inch) Full HD LED Smart Android TV with DTS Virtual X,22999,34990,34% off,70,14,4.2,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '2 Years Comprehensive Warranty']",2022-09-25 23:07:01.315916+05:30
SAMSUNG Crystal 4K 138 cm (55 inch) Ultra HD (4K) LED Smart Tizen TV,44999,69900,35% off,8342,870,4.3,"['Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Product Warranty and 1 Year Additional on Panel']",2022-09-25 23:07:01.316918+05:30
TOSHIBA 80 cm (32 inch) HD Ready LED Smart VIDAA TV with VIDAA OS,12499,14990,16% off,233,31,4.3,"['Operating System: VIDAA', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty']",2022-09-25 23:07:01.316918+05:30
LG 164 cm (65 inch) OLED Ultra HD (4K) Smart WebOS TV,159990,224990,28% off,89,12,3.9,"['Operating System: WebOS', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.']",2022-09-25 23:07:01.316918+05:30
LG All-in-One 80 cm (32 inch) HD Ready LED Smart WebOS TV,16490,21990,25% off,20559,2298,4.4,"['Operating System: WebOS', 'HD Ready 1366 x 768 Pixels', '1 year comprehensive warranty on product and additional 1 year on panel provided by the manufacturer from date of purchase.']",2022-09-25 23:07:01.317916+05:30
Adsun 80 cm (32 inch) HD Ready LED TV,6653,16999,60% off,10816,1551,3.8,"['HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']",2022-09-25 23:07:01.317916+05:30
Cellecor 100 cm (40 inch) Full HD LED Smart Android TV,14499,25999,44% off,0,0,0,"['Operating System: Android', 'Full HD 1366 x 768 Pixels', '2 Year Standard Manufacturer Warranty From Cellecor']",2022-09-25 23:07:01.317916+05:30
Coocaa Frameless 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with With 3 Years Warranty,26999,59999,55% off,0,0,0,"['Operating System: Google TV', 'Ultra HD (4K) 3840 x 2160 Pixels', '3 Years Warranty on Product (Offer Valid Till 30 - Oct - 2022)']",2022-09-25 23:07:01.317916+05:30
LG 109.22 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV,35940,57990,38% off,9,0,4.6,"['Netflix|Disney+Hotstar|Youtube', 'Operating System: WebOS', 'Ultra HD (4K) 3840 x 2160 Pixels', '20W Speaker Output', '60 Hz Refresh Rate', '2 x HDMI | 1 x USB', '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module']",2022-09-25 23:07:01.318916+05:30
SAMSUNG The Frame 138 cm (55 inch) QLED Ultra HD (4K) Smart Tizen TV,89990,144900,37% off,1219,167,4.2,"['Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel']",2022-09-25 23:07:01.318916+05:30
Nokia 109 cm (43 inch) Full HD LED Smart Android TV with Sound by JBL and Powered by Harman AudioEFX,23999,41999,42% off,5897,1045,4,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Warranty on Product']",2022-09-25 23:07:02.146276+05:30
Candes 80 cm (32 inch) HD Ready LED TV,7449,22690,67% off,69,8,3.9,"['HD Ready 1366 x 768 Pixels', '20 Speaker Output', '60 Hz Refresh Rate', '2 x HDMI | 2 x USB', '1 Year Candes Domestic Warranty']",2022-09-25 23:07:02.147276+05:30
LG Nanocell 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV,65990,129990,49% off,26,2,4.7,"['Operating System: WebOS', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.']",2022-09-25 23:07:02.147276+05:30
Adsun 80 cm (32 inch) HD Ready LED TV,6653,16999,60% off,10816,1551,3.8,"['HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']",2022-09-25 23:07:02.147276+05:30
LG UQ75 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV,34710,47990,27% off,0,0,0,"['Operating System: WebOS', 'Ultra HD (4K) Ultra HD 3840 x 2160 Pixels', '1 Year Standard Manufacturer Warranty From LG']",2022-09-25 23:07:02.147276+05:30
LG OLED A1 Series 121 cm (48 inch) OLED Ultra HD (4K) Smart WebOS TV,71999,169990,57% off,89,12,3.9,"['Operating System: WebOS', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.']",2022-09-25 23:07:02.148276+05:30
SAMSUNG 163 cm (65 inch) QLED Ultra HD (4K) Smart TV,219998,309990,29% off,0,0,0,"['Ultra HD (4K) 3840*2160 Pixels', '1 YEAR']",2022-09-25 23:07:02.148276+05:30
Adsun 80 cm (32 inch) HD Ready LED Smart Android Based TV,7829,21999,64% off,10816,1551,3.8,"['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '3 Years of warranty']",2022-09-25 23:07:02.148276+05:30
PHILIPS 8100 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV,44900,79990,43% off,0,0,0,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '2 Years Warranty']",2022-09-25 23:07:02.149278+05:30
KODAK CA Series 189 cm (75 inch) Ultra HD (4K) LED Smart Android TV with Dolby Digital Plus & DTS TruS...,87999,149999,41% off,18460,5558,4.5,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product and 6 Months on Accessories']",2022-09-25 23:07:02.149278+05:30
Infinix X1 108 cm (43 inch) Full HD LED Smart Android TV with Eye Care Technology,24999,24999,0,14037,2110,4.2,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Domestic Warranty']",2022-09-25 23:07:02.149278+05:30
Adsun 98.9 cm (39 inch) HD Ready LED Smart Android Based TV,11519,22999,49% off,10816,1551,3.8,"['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']",2022-09-25 23:07:02.149278+05:30
SAMSUNG 6 125 cm (50 inch) QLED Ultra HD (4K) Smart Tizen TV,57590,89990,36% off,0,0,0,"['Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Comprehensive Warranty on Product.']",2022-09-25 23:07:02.150277+05:30
LG 139 cm (55 inch) OLED Ultra HD (4K) Smart WebOS TV,134999,249990,45% off,89,10,4.6,"['Operating System: WebOS', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.']",2022-09-25 23:07:02.150277+05:30
SAMSUNG 190 cm (75 inch) Ultra HD (4K) LED Smart Tizen TV,167990,239900,29% off,0,0,0,"['Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product and 1 Year Warranty on Panel']",2022-09-25 23:07:02.150277+05:30
Adsun Frameless 80 cm (32 inch) HD Ready LED Smart Android Based TV,8099,29999,73% off,10816,1551,3.8,"['Netflix|Prime Video|Disney+Hotstar|Youtube', 'Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '2 x HDMI | 1 x USB', 'A+ Grade Panel', '3 Years Standard Manufacturer Warranty from Adsun']",2022-09-25 23:07:02.151276+05:30
SAMSUNG BU8570UL 163 cm (65 inch) Ultra HD (4K) LED Smart Tizen TV,108979,147900,26% off,0,0,0,"['Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel']",2022-09-25 23:07:02.151276+05:30
TCL C825 164 cm (65 inch) QLED Ultra HD (4K) Smart Android TV (Graphite Grey) (2021 Model) | Mini LED ...,129990,299990,56% off,10,0,5,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '2 Year Product Warranty']",2022-09-25 23:07:02.151276+05:30
LG 164 cm (65 Inch) OLED Ultra HD (4K) Smart WebOS TV,215990,399990,46% off,0,0,0,"['Operating System: WebOS', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty']",2022-09-25 23:07:02.151276+05:30
Adsun Frameless 109 cm (43 inch) Full HD LED Smart Android Based TV,15299,39999,61% off,10816,1551,3.8,"['Operating System: Android Based', 'Full HD 1920 x 1080 Pixels', '3 Years Standard Manufacturer Warranty from Adsun']",2022-09-25 23:07:02.152276+05:30
SAMSUNG 189 cm (75 inch) Ultra HD (4K) LED Smart TV,168900,239900,29% off,0,0,0,"['Ultra HD (4K) 3,840 x 2,160 Pixels', '1 Year warranty on panel']",2022-09-25 23:07:02.152276+05:30
SAMSUNG Q60BAKL 138 cm (55 inch) QLED Ultra HD (4K) Smart Tizen TV,74990,121990,38% off,0,0,0,"['Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel']",2022-09-25 23:07:02.152276+05:30
TOSHIBA U50 Series 126 cm (50 inch) Ultra HD (4K) LED Smart VIDAA TV with Dolby Vision & ATMOS,26999,46990,42% off,1112,168,4.3,"['Operating System: VIDAA', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty']",2022-09-25 23:07:02.152276+05:30
