name,offer_price,original_price,off_now,total_ratings,total_reviews,rating,description,created_at
iFFALCON by TCL F53 100 cm (40 inch) Full HD LED Smart Android TV with Android 11,16499,36990,55% off,20,6,4.3,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Warranty on Product']",2022-09-25 23:06:53.085538+05:30
Thomson R9 60 cm (24 inch) HD Ready LED TV,5499,10499,47% off,55719,8092,4.1,"['HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product & 6 Months on Accessories']",2022-09-25 23:06:53.085538+05:30
SAMSUNG 80 cm (32 inch) HD Ready LED Smart Tizen TV with Voice Search,14990,20900,28% off,7926,851,4.3,"['Operating System: Tizen', 'HD Ready 1366 x 768 Pixels', '1 Year Comprehensive Warranty on Product and 1 Year Additional warranty on Panel']",2022-09-25 23:06:53.086537+05:30
SAMSUNG Crystal 4K 138 cm (55 inch) Ultra HD (4K) LED Smart Tizen TV,44999,69900,35% off,8342,870,4.3,"['Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Product Warranty and 1 Year Additional on Panel']",2022-09-25 23:06:53.086537+05:30
LG UQ7500 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV 2022 Edition,44990,71990,37% off,7864,965,4.4,"['Operating System: WebOS', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.']",2022-09-25 23:06:53.086537+05:30
Nokia 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision,21999,40000,45% off,367,49,4.2,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']",2022-09-25 23:06:53.086537+05:30
Infinix X1 100 cm (40 inch) Full HD LED Smart Android TV,14999,26990,44% off,14037,2110,4.2,"['Netflix|Prime Video|Disney+Hotstar|Youtube', 'Operating System: Android', 'Full HD 1920 x 1080 Pixels', '24 W Speaker Output', '60 Hz Refresh Rate', '3 x HDMI | 2 x USB', '1 Year Domestic Warranty']",2022-09-25 23:06:53.087537+05:30
SAMSUNG The Frame 138 cm (55 inch) QLED Ultra HD (4K) Smart Tizen TV,89990,144900,37% off,1219,167,4.2,"['Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel']",2022-09-25 23:06:53.087537+05:30
LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha5 Gen5 AI Processor | (Ceramic Black) (2022 M...,16490,23990,31% off,554,80,4.4,"['Operating System: WebOS', 'HD Ready 1366 x 768 Pixels', '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.']",2022-09-25 23:06:53.087537+05:30
MarQ by Flipkart 60 cm (24 inch) HD Ready LED TV,4999,14999,66% off,0,0,0,"['HD Ready 1366 x 768 Pixels', '1 Year Warranty']",2022-09-25 23:06:53.087537+05:30
Compaq 108 cm (43 inch) Full HD LED Smart Android TV,14999,32999,54% off,0,0,0,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Warranty on Product']",2022-09-25 23:06:53.088537+05:30
Adsun Smart Series 60 cm (24 inch) HD Ready LED Smart Android Based TV,6240,18999,67% off,10816,1551,3.8,"['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '3 Years Standard Manufacturer Warranty from Adsun']",2022-09-25 23:06:53.088537+05:30
OnePlus U1S 164 cm (65 inch) Ultra HD (4K) LED Smart Android TV with Far field and Dolby Audio,59999,69999,14% off,10687,1172,4.4,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 year warranty on product and 1 year warranty on panel']",2022-09-25 23:06:54.021533+05:30
Nokia 140 cm (55 inch) Ultra HD 4K QLED Smart Android TV with Sound by JBL and Powered by Harman Audio...,39999,79999,50% off,1847,323,4.3,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']",2022-09-25 23:06:54.022533+05:30
LG UQ8020 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV 2022 Edition,32990,59990,45% off,1011,151,4.5,"['Operating System: WebOS', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.']",2022-09-25 23:06:54.022533+05:30
Adsun 80 cm (32 inch) HD Ready LED Smart Android Based TV,7829,21999,64% off,10816,1551,3.8,"['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '3 Years of warranty']",2022-09-25 23:06:54.022533+05:30
MarQ By Flipkart 80 cm (32 inch) HD Ready LED TV,7499,19999,62% off,7454,910,4.2,"['HD Ready 1366 X 768 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '2 x HDMI | 2 x USB', '1 Year Warranty on Product']",2022-09-25 23:06:54.022533+05:30
Nokia 102 cm (40 inch) Full HD LED Smart Android TV,16999,29000,41% off,694,132,4.3,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Warranty on Product']",2022-09-25 23:06:54.023533+05:30
Compaq 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV,21999,43999,50% off,0,0,0,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']",2022-09-25 23:06:54.023533+05:30
Adsun 80 cm (32 inch) HD Ready LED TV,6653,16999,60% off,10816,1551,3.8,"['HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']",2022-09-25 23:06:54.023533+05:30
LG UQ8020 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV 2022 Edition,47990,84990,43% off,1011,151,4.5,"['Operating System: WebOS', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.']",2022-09-25 23:06:54.023533+05:30
Nokia 81 cm (32 inch) HD Ready LED Smart Android TV with Sound by Onkyo and Dolby Atmos,11999,24999,52% off,17294,2997,4.3,"['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']",2022-09-25 23:06:54.024534+05:30
Nokia 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision,32999,70000,52% off,367,47,4.2,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']",2022-09-25 23:06:54.024534+05:30
Adsun 98.9 cm (39 inch) HD Ready LED Smart Android Based TV,11519,22999,49% off,10816,1551,3.8,"['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']",2022-09-25 23:06:54.024534+05:30
SAMSUNG 108 cm (43 inch) Full HD LED Smart Tizen TV,25990,38900,33% off,4361,474,4.4,"['Operating System: Tizen', 'Full HD 1920 x 1080 Pixels', '1 Year Comprehensive Warranty on Product and 1 Year Additional warranty on Panel']",2022-09-25 23:06:54.024534+05:30
iFFALCON by TCL F52 79.97 cm (32 inch) HD Ready LED Smart Android TV,8999,26990,66% off,1065,185,4.2,"['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']",2022-09-25 23:06:54.025533+05:30
SONY Bravia 80 cm (32 inch) HD Ready LED Smart Google TV with Google TV,25001,34900,28% off,223,49,4.6,"['Operating System: Google TV', 'HD Ready 1366 x 768 Pixels', ""1 Year Comprehensive warranty and 1 Year Additional warranty on Panel (Offer Valid for purchases between 22nd Sep'22 to 31 Oct'22)""]",2022-09-25 23:06:54.025533+05:30
Adsun Frameless 80 cm (32 inch) HD Ready LED Smart Android Based TV,8099,29999,73% off,10816,1551,3.8,"['Netflix|Prime Video|Disney+Hotstar|Youtube', 'Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '2 x HDMI | 1 x USB', 'A+ Grade Panel', '3 Years Standard Manufacturer Warranty from Adsun']",2022-09-25 23:06:54.025533+05:30
iFFALCON by TCL F53 79.97 cm (32 inch) HD Ready LED Smart Android TV with Android 11,8999,26990,66% off,20,6,4.3,"['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']",2022-09-25 23:06:54.026533+05:30
Thomson R9 80 cm (32 inch) HD Ready LED TV,6999,14990,53% off,55719,8092,4.1,"['HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product & 6 Months on Accessories']",2022-09-25 23:06:54.026533+05:30
Vu Premium TV 80 cm (32 inch) HD Ready LED Smart Linux TV with Bezel-Less Frame,11480,20000,42% off,5637,672,4.2,"['Operating System: Linux', 'HD Ready 1366 x 768 Pixels', '1 Year Vu Domestic Warranty']",2022-09-25 23:06:54.026533+05:30
"Dyanora 80 cm (32 inch) HD Ready LED TV with Noise Reduction, Cinema Zoom, Powerful Audio Box Speakers",6599,15999,58% off,694,98,3.9,"['HD Ready 1366 x 768 Pixels', '1 Year Manufacturer Warranty from the Date of Purchase']",2022-09-25 23:06:54.026533+05:30
KODAK 7XPRO Series 80 cm (32 inch) HD Ready LED Smart Android TV,8999,18499,51% off,33141,7535,4.4,"['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product & 6 Months on Accessories']",2022-09-25 23:06:54.027533+05:30
Vu 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV,43999,65000,32% off,133,39,4.3,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty']",2022-09-25 23:06:54.027533+05:30
Thomson OATHPRO Max 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby MS12 & 40W Speakers,22999,39999,42% off,26102,6930,4.5,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product and 6 Months on Accessories']",2022-09-25 23:06:54.027533+05:30
Adsun Frameless 109 cm (43 inch) Full HD LED Smart Android Based TV,15299,39999,61% off,10816,1551,3.8,"['Operating System: Android Based', 'Full HD 1920 x 1080 Pixels', '3 Years Standard Manufacturer Warranty from Adsun']",2022-09-25 23:06:54.027533+05:30
Vu 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV,43999,65000,32% off,133,39,4.3,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty']",2022-09-25 23:06:54.741653+05:30
SAMSUNG Crystal 4K 138 cm (55 inch) Ultra HD (4K) LED Smart Tizen TV,44999,69900,35% off,8342,870,4.3,"['Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Product Warranty and 1 Year Additional on Panel']",2022-09-25 23:06:54.741653+05:30
Thomson 9A Series 98 cm (40 inch) Full HD LED Smart Android TV,14999,21499,30% off,76055,16567,4.4,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Warranty on Product & 6 Months on Accessories']",2022-09-25 23:06:54.742653+05:30
SAMSUNG 80 cm (32 Inch) HD Ready LED Smart Tizen TV with 2022 Model,13499,18900,28% off,56574,5082,4.4,"['Operating System: Tizen', 'HD Ready 1366 x 768 Pixels', '1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty On Panel']",2022-09-25 23:06:54.742653+05:30
MOTOROLA Revou 2 109 cm (43 inch) Full HD LED Smart Android TV,18999,33000,42% off,1042,155,4.2,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Warranty on Product']",2022-09-25 23:06:54.742653+05:30
Mi 4A Horizon Edition 100 cm (40 inch) Full HD LED Smart Android TV,19999,29999,33% off,36355,3194,4.3,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Warranty and 2 Years For Panel']",2022-09-25 23:06:54.743652+05:30
Mi Q1 138.8 cm (55 inch) QLED Ultra HD (4K) Smart Android TV,49999,59999,16% off,4751,630,4.4,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year on Product and 1 Additional Year for Panel From Mi']",2022-09-25 23:06:54.743652+05:30
Mi 4C 108 cm (43 inch) Full HD LED Smart Android TV,19999,34999,42% off,6044,449,4.3,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Warranty on Product and 2 Years on Panel']",2022-09-25 23:06:54.743652+05:30
KODAK 7XPRO Series 106 cm (42 inch) Full HD LED Smart Android TV,16999,27999,39% off,33141,7535,4.4,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Warranty on Product & 6 Months on Accessories']",2022-09-25 23:06:54.743652+05:30
Vu GloLED 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with DJ Subwoofer 104W,54999,85000,35% off,233,32,4.4,"['Operating System: Google TV', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Domestic Warranty']",2022-09-25 23:06:54.744652+05:30
Blaupunkt Cybersound 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby MS12 & 50W Speaker...,24999,41999,40% off,3824,1012,4.6,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product & 6 Months on Accessories']",2022-09-25 23:06:54.744652+05:30
SAMSUNG Crystal 4K 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV,28990,52900,45% off,8342,870,4.3,"['Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Product Warranty and 1 Year Additional on Panel']",2022-09-25 23:06:54.744652+05:30
Thomson 9R PRO 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,19999,33999,41% off,11735,2902,4.4,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product and 6 Months on Accessories']",2022-09-25 23:06:54.744652+05:30
MOTOROLA Revou 2 1.02 m (40 inch) Full HD LED Smart Android TV with Sound by boAt,16999,30000,43% off,0,0,0,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Warranty on Product']",2022-09-25 23:06:54.745652+05:30
Compaq 102 cm (40 inch) Full HD LED Smart Android TV,13999,29999,53% off,0,0,0,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Warranty on Product']",2022-09-25 23:06:54.745652+05:30
SAMSUNG The Frame 138 cm (55 inch) QLED Ultra HD (4K) Smart Tizen TV,89990,144900,37% off,1219,167,4.2,"['Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel']",2022-09-25 23:06:54.745652+05:30
TOSHIBA M550LP Series 139 cm (55 inch) QLED Ultra HD (4K) Smart Google TV With Bass Woofer and REGZA E...,52999,79990,33% off,57,18,4.7,"['Operating System: Google TV', 'Ultra HD (4K) 3840 x 2160 Pixels', '3 Years comprehensive warranty. ( Offer Valid Till 30 - Oct - 2022)']",2022-09-25 23:06:54.745652+05:30
Nokia 80 cm (32 inch) HD Ready LED Smart Android TV,10999,20000,45% off,694,132,4.3,"['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']",2022-09-25 23:06:54.746656+05:30
Nokia 81 cm (32 inch) HD Ready LED Smart Android TV with Sound by Onkyo and Dolby Atmos,11999,24999,52% off,17294,2997,4.3,"['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']",2022-09-25 23:06:54.746656+05:30
Adsun Smart Series 60 cm (24 inch) HD Ready LED Smart Android Based TV,6240,18999,67% off,10816,1551,3.8,"['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '3 Years Standard Manufacturer Warranty from Adsun']",2022-09-25 23:06:54.746656+05:30
Compaq 140 cm (55 inch) Ultra HD (4K) LED Smart Android TV,26999,48999,44% off,0,0,0,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']",2022-09-25 23:06:54.746656+05:30
SAMSUNG Crystal 4K Pro 125 cm (50 inch) Ultra HD (4K) LED Smart Tizen TV with Voice Search,43990,71400,38% off,8953,1048,4.4,"['Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Product Warranty and 1 Year Additional on Panel']",2022-09-25 23:06:54.747656+05:30
Mi 5A Pro 80 cm (32 inch) HD Ready LED Smart Android TV with 24W Dolby Audio & 1.5GB RAM (2022 Model),16999,25999,34% off,8,0,4.3,"['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '1 Year Product Warranty and 1 Year Additional on Panel']",2022-09-25 23:06:54.747656+05:30
SAMSUNG The Frame 108 cm (43 inch) QLED Ultra HD (4K) Smart Tizen TV,61990,91900,32% off,1219,167,4.2,"['Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel']",2022-09-25 23:06:54.747656+05:30
Vu Premium 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV,30990,45000,31% off,34743,5327,4.4,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Vu Domestic Warranty']",2022-09-25 23:06:55.583421+05:30
