name,offer_price,original_price,off_now,total_ratings,total_reviews,rating,description,created_at
Adsun 80 cm (32 inch) HD Ready LED Smart Android Based TV,7829,21999,64% off,10778,1544,3.8,"['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '3 Years of warranty']",2022-09-24 23:32:42.731371+05:30
Adsun 60 cm (24 inch) HD Ready LED TV,5088,12999,60% off,10778,1544,3.8,"['HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']",2022-09-24 23:32:42.731371+05:30
realme 80 cm (32 inch) HD Ready LED Smart Android TV,9999,17999,44% off,203785,23542,4.3,"['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '1 Year Domestic Warranty, 2 Years on Panel']",2022-09-24 23:32:42.732372+05:30
Mi 5A 80 cm (32 inch) HD Ready LED Smart Android TV with Dolby Audio (2022 Model),11999,24999,52% off,296888,28493,4.4,"['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product and 2 Years for Panel']",2022-09-24 23:32:42.732372+05:30
SAMSUNG 80 cm (32 Inch) HD Ready LED Smart Tizen TV with 2022 Model,13499,18900,28% off,56245,5068,4.4,"['Operating System: Tizen', 'HD Ready 1366 x 768 Pixels', '1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty On Panel']",2022-09-24 23:32:42.732372+05:30
Thomson 9A Series 80 cm (32 inch) HD Ready LED Smart Android TV,8999,14499,37% off,75912,16557,4.4,"['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product & 6 Months on Accessories']",2022-09-24 23:32:42.733372+05:30
realme NEO 80 cm (32 inch) HD Ready LED Smart Linux TV,8999,21999,59% off,27302,2437,4.3,"['Youtube', 'Operating System: Linux', 'HD Ready 1366 x 768 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '2 x HDMI | 1 x USB', 'Direct LED', '1 Year Warranty on Product and 2 Years Warranty on the Display Panel']",2022-09-24 23:32:42.733372+05:30
Adsun Frameless 80 cm (32 inch) HD Ready LED Smart Android Based TV,8099,29999,73% off,10778,1544,3.8,"['Netflix|Prime Video|Disney+Hotstar|Youtube', 'Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '2 x HDMI | 1 x USB', 'A+ Grade Panel', '3 Years Standard Manufacturer Warranty from Adsun']",2022-09-24 23:32:42.733372+05:30
realme 100.3 cm (40 inch) Full HD LED Smart Android TV,16999,31999,46% off,203785,23542,4.3,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Domestic Warranty on Product and 2 Years on Panel']",2022-09-24 23:32:42.733372+05:30
OnePlus Y1S 108 cm (43 inch) Full HD LED Smart Android TV with Android 11 and Bezel-Less Frame,21999,31999,31% off,116335,10780,4.3,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Comprehensive Warranty and Additional 1 Year on Panel Provided By the Manufacturer From Date of Purchase']",2022-09-24 23:32:42.734371+05:30
OnePlus Y1S 80 cm (32 inch) HD Ready LED Smart Android TV with Android 11 and Bezel-Less Frame,12999,21999,40% off,116335,10780,4.3,"['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '1 Year Comprehensive Warranty and Additional 1 Year on Panel Provided By the Manufacturer From Date of Purchase']",2022-09-24 23:32:42.734371+05:30
Adsun Smart Series 60 cm (24 inch) HD Ready LED Smart Android Based TV,6240,18999,67% off,10778,1544,3.8,"['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '3 Years Standard Manufacturer Warranty from Adsun']",2022-09-24 23:32:42.734371+05:30
Mi X Series 125.7 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Dolby Vision and Dolby Audio (2...,29999,44999,33% off,8,0,4,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty, 2 Years for Panel']",2022-09-24 23:32:42.734371+05:30
realme 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Handsfree Voice Search and Dolby Visio...,22999,32999,30% off,26989,3148,4.3,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty On TV and 2 Years Warranty On The Display Panel']",2022-09-24 23:32:42.735371+05:30
OnePlus Y1 100 cm (40 inch) Full HD LED Smart Android TV with Dolby Audio,18999,27999,32% off,116335,10780,4.3,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Warranty on Product and 1 Year Additional Warranty for Panel']",2022-09-24 23:32:42.735371+05:30
Cellecor 60 cm (24 inch) HD Ready LED TV,6399,11999,46% off,0,0,0,"['HD Ready 1366 x 768 Pixels', '2 Year Standard Manufacturer Warranty From Cellecor']",2022-09-24 23:32:42.735371+05:30
LG 80 cm (32 inch) HD Ready LED Smart WebOS TV,12999,21990,40% off,41822,3755,4.4,"['Operating System: WebOS', 'HD Ready 1366 x 768 Pixels', '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.']",2022-09-24 23:32:42.735371+05:30
SAMSUNG Crystal 4K Neo Series 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV with (Black) (2022 Mod...,30990,47900,35% off,8790,1041,4.4,"['Operating System: Tizen', 'Ultra HD (4K) Crystal 4K FE UHD (3840 x 2160) Pixels', '1 Year warranty provided by manufacturer from date of purchase and 1 Year Additional on Panel']",2022-09-24 23:32:42.736371+05:30
realme 108 cm (43 inch) Full HD LED Smart Android TV,18999,35999,47% off,203785,23542,4.3,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Domestic Warranty on Product and 2 Years on Panel']",2022-09-24 23:32:42.736371+05:30
Cellecor 80 cm (32 inch) Full HD LED Smart Android TV,9699,17999,46% off,0,0,0,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Standard Manufacturer Warranty From Cellecor']",2022-09-24 23:32:42.736371+05:30
Thomson Alpha 80 cm (32 inch) HD Ready LED Smart Linux TV with 30 W Sound Output & Bezel-Less Design,7999,14999,46% off,2456,492,4.5,"['Operating System: Linux', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product and 6 Months on Accessories']",2022-09-24 23:32:42.737371+05:30
Mi X Series 138.8 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Dolby Vision and Dolby Audio (2...,35999,54999,34% off,8,0,4,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty, 2 Years for Panel']",2022-09-24 23:32:42.737371+05:30
LG UQ7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV 2022 Edition,28990,49990,42% off,7716,954,4.4,"['Operating System: WebOS', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.']",2022-09-24 23:32:42.737371+05:30
Cellecor 80 cm (32 inch) Full HD LED Smart Android TV,10099,17999,43% off,4,0,2,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '2 Year Standard Manufacturer Warranty From Cellecor']",2022-09-24 23:32:42.737371+05:30
SONY Bravia 138.8 cm (55 inch) Ultra HD (4K) LED Smart Google TV,63999,109900,41% off,617,147,4.7,"['Operating System: Google TV', 'Ultra HD (4K) 3840 x 2160 Pixels', ""1 Year Comprehensive warranty and 2 Years Additional warranty on Panel (Offer Valid for purchases between 22nd Sep'22 to 31 Oct'22)""]",2022-09-24 23:32:43.750969+05:30
Vu Premium 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,25001,45000,44% off,34618,5318,4.4,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Vu Domestic Warranty']",2022-09-24 23:32:43.750969+05:30
Vu GloLED 126 cm (50 inch) Ultra HD (4K) LED Smart Google TV with DJ Subwoofer 104W,31999,55000,41% off,131,20,4.4,"['Operating System: Google TV', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Domestic Warranty']",2022-09-24 23:32:43.751969+05:30
Adsun Smart Series 60 cm (24 inch) HD Ready LED Smart Android Based TV,6240,18999,67% off,10778,1544,3.8,"['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '3 Years Standard Manufacturer Warranty from Adsun']",2022-09-24 23:32:43.751969+05:30
Mi 5X 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision,29999,49999,40% off,45290,4151,4.3,"['Netflix|Prime Video|Disney+Hotstar|Youtube', 'Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '30 W Speaker Output', '60 Hz Refresh Rate', '3 x HDMI | 2 x USB', '1 Year Warranty and 2 Years for Panel']",2022-09-24 23:32:43.751969+05:30
Mi 5A 100 cm (40 inch) Full HD LED Smart Android TV with Dolby Audio (2022 Model),20999,29999,30% off,296888,28493,4.4,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Warranty on Product and 2 Years for Panel']",2022-09-24 23:32:43.751969+05:30
LG UQ7500 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV 2022 Edition,44990,71990,37% off,7716,954,4.4,"['Operating System: WebOS', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.']",2022-09-24 23:32:43.752969+05:30
Adsun Frameless 80 cm (32 inch) HD Ready LED Smart Android Based TV,8099,29999,73% off,10778,1544,3.8,"['Netflix|Prime Video|Disney+Hotstar|Youtube', 'Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '2 x HDMI | 1 x USB', 'A+ Grade Panel', '3 Years Standard Manufacturer Warranty from Adsun']",2022-09-24 23:32:43.752969+05:30
OnePlus U1S 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Far field and Dolby Audio,34999,49999,30% off,10572,1162,4.4,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 year warranty on product and 1 year warranty on panel']",2022-09-24 23:32:43.752969+05:30
SAMSUNG Crystal 4K Neo Series 138 cm (55 inch) Ultra HD (4K) LED Smart Tizen TV with (Black) (2022 Mod...,45990,70900,35% off,8790,1041,4.4,"['Operating System: Tizen', 'Ultra HD (4K) Crystal 4K FE UHD (3840 x 2160) Pixels', '1 Year warranty provided by manufacturer from date of purchase and 1 Year Additional on Panel']",2022-09-24 23:32:43.753969+05:30
Mi 5X 125.7 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision,37999,59999,36% off,45290,4151,4.3,"['Netflix|Prime Video|Disney+Hotstar|Youtube', 'Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '40 W Speaker Output', '60 Hz Refresh Rate', '3 x HDMI | 2 x USB', '1 Year Warranty and 2 Years for Panel']",2022-09-24 23:32:43.753969+05:30
Adsun 80 cm (32 inch) HD Ready LED Smart Android Based TV,7829,21999,64% off,10778,1544,3.8,"['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '3 Years of warranty']",2022-09-24 23:32:43.753969+05:30
SONY Bravia 125.7 cm (50 inch) Ultra HD (4K) LED Smart Google TV,52999,85900,38% off,726,159,4.6,"['Operating System: Google TV', 'Ultra HD (4K) 3840 x 2160 Pixels', ""1 Year Comprehensive warranty and 2 Years Additional warranty on Panel (Offer Valid for purchases between 22nd Sep'22 to 31 Oct'22)""]",2022-09-24 23:32:43.753969+05:30
Thomson 9A Series 106 cm (42 inch) Full HD LED Smart Android TV,15999,27999,42% off,75912,16557,4.4,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Warranty on Product & 6 Months on Accessories']",2022-09-24 23:32:43.754969+05:30
LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha5 Gen5 AI Processor | (Ceramic Black) (2022 M...,16490,23990,31% off,521,74,4.4,"['Operating System: WebOS', 'HD Ready 1366 x 768 Pixels', '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.']",2022-09-24 23:32:43.754969+05:30
Adsun 80 cm (32 inch) HD Ready LED TV,6653,16999,60% off,10778,1544,3.8,"['HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']",2022-09-24 23:32:43.754969+05:30
Thomson R9 60 cm (24 inch) HD Ready LED TV,5499,10499,47% off,55647,8087,4.1,"['HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product & 6 Months on Accessories']",2022-09-24 23:32:43.754969+05:30
Thomson OATHPRO Max 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Dolby MS12 & 40W Speakers,30999,54999,43% off,26084,6929,4.5,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product and 6 Months on Accessories']",2022-09-24 23:32:43.755969+05:30
realme 80 cm (32 inch) Full HD LED Smart Android TV,12499,23999,47% off,7892,1083,4.2,"['Operating System: Android', 'Full HD 1080 x 1920 Pixels', '1 Year Warranty on TV and 2 Years Warranty on the Display Panel']",2022-09-24 23:32:43.755969+05:30
Adsun 98.9 cm (39 inch) HD Ready LED Smart Android Based TV,11519,22999,49% off,10778,1544,3.8,"['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']",2022-09-24 23:32:43.755969+05:30
LG UQ8020 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV 2022 Edition,32990,59990,45% off,983,150,4.5,"['Operating System: WebOS', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.']",2022-09-24 23:32:43.756970+05:30
iFFALCON by TCL F53 100 cm (40 inch) Full HD LED Smart Android TV with Android 11,16499,36990,55% off,14,6,4.5,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Warranty on Product']",2022-09-24 23:32:43.756970+05:30
TOSHIBA M550LP Series 139 cm (55 inch) QLED Ultra HD (4K) Smart Google TV With Bass Woofer and REGZA E...,52999,79990,33% off,57,18,4.7,"['Operating System: Google TV', 'Ultra HD (4K) 3840 x 2160 Pixels', '3 Years comprehensive warranty. ( Offer Valid Till 30 - Oct - 2022)']",2022-09-24 23:32:43.756970+05:30
Adsun 60 cm (24 inch) HD Ready LED TV,5088,12999,60% off,10778,1544,3.8,"['HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']",2022-09-24 23:32:43.756970+05:30
Thomson 9R PRO 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV,23999,42999,44% off,11735,2902,4.4,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product and 6 Months on Accessories']",2022-09-24 23:32:44.610093+05:30
Nokia 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision,32999,70000,52% off,360,45,4.2,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']",2022-09-24 23:32:44.610093+05:30
LG UQ8020 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV 2022 Edition,47990,84990,43% off,983,150,4.5,"['Operating System: WebOS', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.']",2022-09-24 23:32:44.611093+05:30
Adsun 98.9 cm (39 inch) HD Ready LED Smart Android Based TV,11519,22999,49% off,10778,1544,3.8,"['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']",2022-09-24 23:32:44.611093+05:30
Nokia 102 cm (40 inch) Full HD LED Smart Android TV,16999,29000,41% off,694,132,4.3,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Warranty on Product']",2022-09-24 23:32:44.611093+05:30
iFFALCON by TCL F52 79.97 cm (32 inch) HD Ready LED Smart Android TV,8999,26990,66% off,1065,185,4.2,"['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']",2022-09-24 23:32:44.612093+05:30
Thomson OATHPRO Max 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby MS12 & 40W Speakers,22999,39999,42% off,26084,6929,4.5,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product and 6 Months on Accessories']",2022-09-24 23:32:44.612093+05:30
Adsun 80 cm (32 inch) HD Ready LED TV,6653,16999,60% off,10778,1544,3.8,"['HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']",2022-09-24 23:32:44.612093+05:30
Compaq 108 cm (43 inch) Full HD LED Smart Android TV,14999,32999,54% off,0,0,0,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Warranty on Product']",2022-09-24 23:32:44.612093+05:30
SAMSUNG 108 cm (43 inch) Full HD LED Smart Tizen TV,25990,38900,33% off,4350,473,4.4,"['Operating System: Tizen', 'Full HD 1920 x 1080 Pixels', '1 Year Comprehensive Warranty on Product and 1 Year Additional warranty on Panel']",2022-09-24 23:32:44.613093+05:30
Compaq 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV,21999,43999,50% off,0,0,0,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']",2022-09-24 23:32:44.613093+05:30
Adsun 80 cm (32 inch) HD Ready LED Smart Android Based TV,7829,21999,64% off,10778,1544,3.8,"['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '3 Years of warranty']",2022-09-24 23:32:44.613093+05:30
SONY Bravia 80 cm (32 inch) HD Ready LED Smart Google TV with Google TV,25001,34900,28% off,204,48,4.6,"['Operating System: Google TV', 'HD Ready 1366 x 768 Pixels', ""1 Year Comprehensive warranty and 1 Year Additional warranty on Panel (Offer Valid for purchases between 22nd Sep'22 to 31 Oct'22)""]",2022-09-24 23:32:44.613093+05:30
Vu GloLED 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with DJ Subwoofer 104W,54999,85000,35% off,131,20,4.4,"['Operating System: Google TV', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Domestic Warranty']",2022-09-24 23:32:44.614093+05:30
MarQ By Flipkart 80 cm (32 inch) HD Ready LED TV,7499,19999,62% off,7454,910,4.2,"['HD Ready 1366 X 768 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '2 x HDMI | 2 x USB', '1 Year Warranty on Product']",2022-09-24 23:32:44.614093+05:30
Adsun Frameless 80 cm (32 inch) HD Ready LED Smart Android Based TV,8099,29999,73% off,10778,1544,3.8,"['Netflix|Prime Video|Disney+Hotstar|Youtube', 'Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '2 x HDMI | 1 x USB', 'A+ Grade Panel', '3 Years Standard Manufacturer Warranty from Adsun']",2022-09-24 23:32:44.614093+05:30
MOTOROLA Revou 2 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision,32999,72000,54% off,655,106,4.3,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']",2022-09-24 23:32:44.614093+05:30
MOTOROLA Revou 2 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision,21999,39000,43% off,655,106,4.3,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']",2022-09-24 23:32:44.615093+05:30
Compaq 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV,21999,43999,50% off,0,0,0,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']",2022-09-24 23:32:44.615093+05:30
Yuwa 24 HD 60 cm (24 inch) HD Ready LED TV,5299,10192,48% off,48,5,3,"['HD Ready 1366*768 Pixels', '1 Year Manufacturer Warranty']",2022-09-24 23:32:44.615093+05:30
Thomson 139 cm (55 inch) QLED Ultra HD (4K) Smart Google TV With Dolby Vision & Dolby Atmos,38999,59999,35% off,0,0,0,"['Operating System: Google TV', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product and 6 Months Warranty on Accessories']",2022-09-24 23:32:44.615093+05:30
KODAK 7XPRO Series 106 cm (42 inch) Full HD LED Smart Android TV,16999,27999,39% off,33141,7535,4.4,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Warranty on Product & 6 Months on Accessories']",2022-09-24 23:32:44.616093+05:30
KODAK 7XPRO Series 80 cm (32 inch) HD Ready LED Smart Android TV,8999,18499,51% off,33141,7535,4.4,"['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product & 6 Months on Accessories']",2022-09-24 23:32:44.616093+05:30
Cellecor 60 cm (24 inch) HD Ready LED TV,6399,11999,46% off,0,0,0,"['HD Ready 1366 x 768 Pixels', '2 Year Standard Manufacturer Warranty From Cellecor']",2022-09-24 23:32:44.616093+05:30
Nokia 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision,27999,50000,44% off,360,45,4.2,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']",2022-09-24 23:32:45.482234+05:30
Thomson 126 cm (50 inch) QLED Ultra HD (4K) Smart Google TV With Dolby Vision & Dolby Atmos,33999,49999,32% off,0,0,0,"['Operating System: Google TV', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product and 6 Months Warranty on Accessories']",2022-09-24 23:32:45.483234+05:30
Coocaa 80 cm (32 inch) HD Ready LED Smart Coolita TV with Dolby Audio and Eye Care Technology,7999,36990,78% off,15921,2494,4.2,"['Operating System: Coolita', 'HD Ready 1366 x768 Pixels', '1 Year Domestic Warranty']",2022-09-24 23:32:45.483234+05:30
Adsun 80 cm (32 inch) HD Ready LED TV,6653,16999,60% off,10778,1544,3.8,"['HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']",2022-09-24 23:32:45.483234+05:30
Vu 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV,43999,65000,32% off,133,39,4.3,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty']",2022-09-24 23:32:45.484234+05:30
Thomson 9R PRO 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,19999,33999,41% off,11735,2902,4.4,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product and 6 Months on Accessories']",2022-09-24 23:32:45.484234+05:30
SAMSUNG Crystal 4K 138 cm (55 inch) Ultra HD (4K) LED Smart Tizen TV,44999,69900,35% off,8224,865,4.3,"['Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Product Warranty and 1 Year Additional on Panel']",2022-09-24 23:32:45.484234+05:30
Adsun 80 cm (32 inch) HD Ready LED Smart Android Based TV,7829,21999,64% off,10778,1544,3.8,"['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '3 Years of warranty']",2022-09-24 23:32:45.484234+05:30
Nokia 80 cm (32 inch) HD Ready LED Smart Android TV,10999,20000,45% off,694,132,4.3,"['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']",2022-09-24 23:32:45.485236+05:30
Mi 4A Horizon Edition 100 cm (40 inch) Full HD LED Smart Android TV,19999,29999,33% off,36234,3182,4.3,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Warranty and 2 Years For Panel']",2022-09-24 23:32:45.485236+05:30
Nokia 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision,21999,40000,45% off,360,45,4.2,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']",2022-09-24 23:32:45.485236+05:30
Adsun Frameless 80 cm (32 inch) HD Ready LED Smart Android Based TV,8099,29999,73% off,10778,1544,3.8,"['Netflix|Prime Video|Disney+Hotstar|Youtube', 'Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '2 x HDMI | 1 x USB', 'A+ Grade Panel', '3 Years Standard Manufacturer Warranty from Adsun']",2022-09-24 23:32:45.485236+05:30
MOTOROLA Revou 2 109 cm (43 inch) Full HD LED Smart Android TV,18999,33000,42% off,1029,153,4.2,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Warranty on Product']",2022-09-24 23:32:45.486234+05:30
MOTOROLA ZX2 80 cm (32 inch) HD Ready LED Smart Android TV with Dolby Atmos and Dolby Vision,11999,29999,60% off,9729,1529,4.4,"['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']",2022-09-24 23:32:45.486234+05:30
MOTOROLA Revou 2 1.02 m (40 inch) Full HD LED Smart Android TV with Sound by boAt,16999,30000,43% off,0,0,0,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Warranty on Product']",2022-09-24 23:32:45.486234+05:30
Adsun 98.9 cm (39 inch) HD Ready LED Smart Android Based TV,11519,22999,49% off,10778,1544,3.8,"['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']",2022-09-24 23:32:45.487234+05:30
Nokia 140 cm (55 inch) Ultra HD 4K QLED Smart Android TV with Sound by JBL and Powered by Harman Audio...,39999,79999,50% off,1822,319,4.3,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']",2022-09-24 23:32:45.487234+05:30
Blaupunkt Cybersound 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby MS12 & 50W Speaker...,24999,41999,40% off,3789,1007,4.6,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product & 6 Months on Accessories']",2022-09-24 23:32:45.487234+05:30
Compaq 140 cm (55 inch) Ultra HD (4K) LED Smart Android TV,26999,48999,44% off,0,0,0,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']",2022-09-24 23:32:45.487234+05:30
Yuwa 24 HD 60 cm (24 inch) HD Ready LED TV,5299,10192,48% off,48,5,3,"['HD Ready 1366*768 Pixels', '1 Year Manufacturer Warranty']",2022-09-24 23:32:45.488234+05:30
realme SLED 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV,32999,69999,52% off,2164,297,4.3,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Domestic Warranty and 2  Years on Panel']",2022-09-24 23:32:45.488234+05:30
Blaupunkt Cybersound 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Dolby MS12 & 60W Speaker...,32999,55999,41% off,3789,1007,4.6,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product & 6 Months on Accessories']",2022-09-24 23:32:45.488234+05:30
Thomson 9R PRO 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV,28999,46999,38% off,11735,2902,4.4,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product and 6 Months on Accessories']",2022-09-24 23:32:45.488234+05:30
Cellecor 60 cm (24 inch) HD Ready LED TV,6399,11999,46% off,0,0,0,"['HD Ready 1366 x 768 Pixels', '2 Year Standard Manufacturer Warranty From Cellecor']",2022-09-24 23:32:45.489236+05:30
Sansui Neo 80 cm (32 inch) HD Ready LED Smart Linux TV with Bezel-less Design and Dolby Audio (Midnigh...,8999,19990,54% off,324,51,4.3,"['Operating System: Linux', 'HD Ready 1366 x 768 Pixels', '1 Year Comprehensive Warranty on Product and Additional 1 Year Warranty on Panel']",2022-09-24 23:32:46.359913+05:30
